"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Heavily indebted poor countries (HIPC)","HPC","Internally displaced persons, total displaced by conflict and violence (number of people)","VC.IDP.TOCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9634200","11726900","14966500","18165031","21218877","24988177","27599677",
"Heavily indebted poor countries (HIPC)","HPC","Voice and Accountability: Standard Error","VA.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Voice and Accountability: Number of Sources","VA.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.58130427502049","5.66976540931018","6.00751651432392","4.79133186250032","5.02783028945911","4.00933404598753","4.74677134360647","3.99961583477669","","","",
"Heavily indebted poor countries (HIPC)","HPC","Export value index (2015 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)","TX.VAL.MRCH.R6.ZS","2.48923832668109","3.04674940261771","4.20719879807245","4.74968383625632","4.96641353514986","5.26577550653133","4.7529173508432","4.98244629621087","5.04809076237648","6.88009818761782","7.27741143413408","6.85635164721403","9.90927316942463","10.4561484383455","10.033190437605","6.47398709601526","4.52807178621557","4.72860377120651","5.05618196032064","5.24375281265173","5.92651665517435","6.60696005210901","7.10107304713297","6.76502481149098","5.86971312016037","6.38963738950034","6.31087772543649","7.52979254360285","6.73884004219171","7.35059996950844","8.54359619008657","9.46149875468118","10.4444825048248","9.95608202655067","9.63874476028285","9.13342206564277","9.68868446707629","9.67776837514896","10.5550690879694","9.81761023507052","18.6215428558655","18.187541170621","18.7432747805928","17.3990853439098","18.5537100577639","18.8684149225382","18.1077615582561","18.651867207075","18.0261669355074","21.1428240346062","20.3979581548738","23.1122832131945","22.6366480732857","23.4102305001628","22.1255735003837","20.9365108356952","21.6609506639119","19.072252897973","17.8107924130241","18.7366000252474","18.7854951366705","","",
"Heavily indebted poor countries (HIPC)","HPC","Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)","TX.VAL.MRCH.R2.ZS","0.00542081517134384","0.0149594897018873","0.145767392437487","0.0908190287056245","0.0741958525089185","0.103494015458556","0.0994591788744915","0.0965006510263433","0.0103381055762008","0.0271380066881473","0.0232404487840694","0.0128376481182165","0.0301814146469126","0.0220849292323862","0.0574359345788047","0.124503113503282","0.0503003646507739","0.106945018939223","0.021111504369708","0.0151589211506828","0.00413643936908349","0.0614923064248753","0.161630608460996","0.206436443011361","0.0634155447182515","0.0543895158505989","0.130334904238713","0.193928586114791","0.184606983450679","0.27198052372091","0.0940474646594239","0.0354108881766488","0.247292429968391","4.22078786642955","0.90948828411198","1.45253966871759","0.849791707092293","0.746840407959408","0.883688501664639","1.3769354425393","0.935969714912974","0.753638458212457","1.01329798704476","0.818388765237293","0.828906971123081","0.751958261590654","0.55137387885959","0.722999000973876","0.835550290902908","0.714589593172753","0.652818189945687","0.704275464422875","0.787336667786993","0.652332336409663","0.815062696001597","0.991975538266438","1.12288910030761","1.07720468765312","1.30210837745434","1.19644460879399","1.62178947431417","","",
"Heavily indebted poor countries (HIPC)","HPC","Merchandise exports (current US$)","TX.VAL.MRCH.CD.WT","2961372566.4382","2833753185.39387","2995538384.98551","3413567223.68191","3719049836.57543","3879830159.15097","4293839489.78298","4378249159.13514","4972131475.64853","5544911374.82389","6046345005.85635","6251339917.14017","6408100731.65132","8441971812.23188","11125998322.2273","9960340983.55462","11886690223.4128","14039136791.8928","14099429412.8587","17119084846.2305","20217120686.8579","17654684295.8102","16489026957.1376","15954432384.5739","16712109654.7112","16235797949.0811","16786470553.9023","17164304311.9549","17679806221.2127","19566965257.4431","20365842485.2403","17841591420.8043","17876762116.3677","18009286692.3174","19214055564.5875","23880526996.5137","25367412579.707","26065174551.5634","26150512346.6826","25540096118.0657","27746831102.4404","28167496233.6747","31003722953.8106","36262539081.2695","46478979118.1199","54996695045.0695","67058439404.6135","77265843674.9219","96389541574.0891","83853921458.1188","103099100218.573","131645094672.953","126113197601.113","131664170180.097","134481321393.089","114499225672.429","110218280279.629","131169210968.406","148224722303.51","137857686157.626","140580463808.956","174822003106.993","204289645748.659",
"Heavily indebted poor countries (HIPC)","HPC","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","","","7.53140738432587","6.70538992149896","4.80054172657187","4.65461097133818","4.52886039122927","4.86841452061127","5.22258765410096","5.07018886955011","","","","4.92408985590206","","","","","","","","","","4.36935992450427","3.62118938442092","3.89544820096801","3.33860671881155","4.59177723716071","4.54008236811871","6.86843760649101","6.82430230935671","5.84996479158772","5.87406806876635","5.12230768468182","4.97914083759912","4.62598266107777","7.47177036644029","4.14218644296507","3.39124398135711","3.29560937031734","3.53169487106058","3.79901519264588","4.01267175587075","2.74414411390471","4.46657206493436","5.07877782170639","",
"Heavily indebted poor countries (HIPC)","HPC","Agricultural raw materials exports (% of merchandise exports)","TX.VAL.AGRI.ZS.UN","","","","","","21.5936091474063","21.8117809107122","21.029371970609","23.2203723900906","","19.4377552376365","19.7836488333822","20.1606335227863","20.839178151293","18.2153526653392","14.8317555344686","14.8718494747295","12.9389181868311","13.2969491628834","13.1397957671211","","","","","","","","","","","","","","","","13.1091824483001","13.2388875090352","14.0621366531927","12.3264583442367","12.2325404915458","10.3867171335088","9.37494612829424","8.81368830159949","10.2858890163604","9.72614593036138","9.31391074025731","6.26710004260073","6.77111235323413","6.69049515825958","4.99001299563694","4.6450663285447","5.86643855816103","5.38192923275378","5.07974038119957","4.54742228981421","4.06784146085815","5.25621385166618","4.769869494665","4.63999998619968","5.01676940237389","4.94768833582007","","",
"Heavily indebted poor countries (HIPC)","HPC","Net barter terms of trade index (2015 = 100)","TT.PRI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Computer, communications and other services (% of commercial service imports)","TM.VAL.OTHR.ZS.WT","","","","","","","","","","","","","","","","","","","21.8108060854006","21.5217223084513","22.0327158013758","24.5073257946914","24.5246772647653","26.0678514436605","23.7863144943079","26.9495527199546","25.8806993389106","25.3323562146739","23.479542941388","21.4447547289812","22.5747409737268","24.2142870539288","25.1435359431648","26.8128436782276","25.8340123715092","28.1490974484356","27.1158871950721","25.1573069961034","25.5404446314089","25.2911562012806","24.2732402531991","24.5197100857879","25.9347909778536","24.1057859989526","23.4224813189421","21.9401085613137","24.7433753227037","24.1789988659271","21.918857397887","24.6586126691954","25.4105160834336","27.0505510083795","27.1085556183017","29.571002138895","29.9957631593226","29.5885923974102","29.0985316894485","28.8157748066519","30.8806871276562","30.6034541094224","34.9259884932782","30.020551763054","",
"Heavily indebted poor countries (HIPC)","HPC","Merchandise imports by the reporting economy, residual (% of total merchandise imports)","TM.VAL.MRCH.RS.ZS","7.87415253110168","9.18525282369787","9.93696377441722","10.6916861620564","12.516776181007","12.2859089256871","9.74297748905279","10.3040993064092","10.1002777424769","10.1507018775772","10.6058380388339","7.50604298707484","9.8572900962979","9.59771992520734","10.442072048739","10.3762201036425","9.34468539841735","9.84615559586962","11.2016578961604","12.6222379946462","11.9180771458599","11.7223554515152","9.62252481188641","10.7920895767699","13.0713135043893","12.6290399570814","13.4846813734456","11.7434104935611","11.3832813530774","10.2323692552326","9.80260213606042","8.91117036912634","7.82212612710491","6.64174935176237","7.86650777041862","7.10718444872223","6.92035935145176","5.8271874258084","6.25354877222937","6.96828708442047","8.30770431732693","8.67292982006082","9.95356906603037","9.00039329634578","10.5753150835318","9.69160931227014","10.5066980627383","8.50066036170261","9.40586528326017","9.02607940060172","7.61089717098513","7.49601918919043","9.17592893097022","9.72845700632865","8.30336399759625","7.03142773136225","6.77006642369417","5.86581504831432","4.17928267519941","3.8177714601563","3.62793807790756","","",
